0,-306,1565,0
0,-310,1562,0
0,-316,1563,0
0,-323,1565,0
0,-326,1568,0
0,-326,1573,0
0,-325,1576,0
0,-324,1579,0
0,-319,1584,0
0,-314,1585,0
0,-311,1587,0
0,-309,1587,0
0,-308,1588,0
0,-306,1589,-8
0,-305,1589,0
0,-307,1587,-16
0,-309,1583,-16
0,-310,1582,-8
0,-307,1582,-16
0,-306,1583,-8
0,-302,1583,-16
0,-293,1583,-16
0,-286,1580,-16
0,-274,1578,-16
0,-267,1575,-8
0,-258,1569,-8
0,-249,1562,-8
0,-242,1557,0
0,-235,1548,0
0,-234,1540,0
0,-235,1534,0
0,-235,1527,0
0,-233,1521,0
0,-231,1518,0
0,-228,1515,0
0,-225,1509,-8
0,-222,1502,0
0,-222,1496,0
0,-223,1488,0
0,-223,1481,0
0,-223,1474,0
0,-222,1466,0
0,-219,1457,0
0,-217,1449,0
0,-218,1442,0
0,-219,1439,0
0,-219,1437,0
0,-219,1434,0
0,-219,1431,0
0,-218,1429,0
0,-217,1426,0
0,-217,1423,0
0,-216,1420,0
0,-215,1419,0
0,-213,1417,0
0,-211,1415,0
0,-209,1413,0
0,-206,1412,0
0,-204,1409,0
0,-205,1406,0
0,-205,1403,0
0,-206,1402,0
0,-208,1403,0
0,-209,1404,0
0,-209,1402,0
0,-208,1400,0
0,-208,1397,0
0,-209,1393,0
0,-210,1385,0
0,-211,1373,0
0,-211,1363,0
0,-213,1360,0
0,-212,1356,0
0,-208,1356,0
0,-203,1359,0
0,-199,1365,0
0,-195,1370,0
0,-195,1373,8
0,-193,1371,8
0,-192,1372,8
0,-195,1373,0
0,-195,1374,0
0,-196,1378,0
0,-198,1382,0
0,-196,1385,0
0,-195,1388,-8
0,-194,1388,-8
0,-191,1390,0
0,-191,1393,-8
0,-190,1394,0
0,-191,1396,-8
0,-189,1400,8
0,-184,1403,8
0,-177,1405,8
0,-174,1409,-8
0,-169,1410,16
0,-167,1412,-8
0,-161,1413,8
0,-155,1414,8
0,-153,1415,-16
0,-149,1417,16
0,-144,1417,8
0,-138,1417,8
0,-133,1418,16
0,-128,1419,16
0,-125,1422,16
0,-123,1424,16
0,-122,1428,8
0,-122,1431,8
0,-120,1435,0
0,-121,1440,0
0,-120,1449,-8
0,-118,1455,-16
0,-115,1457,-16
0,-111,1459,-8
0,-107,1459,-8
0,-107,1459,0
0,-105,1459,0
0,-106,1459,8
0,-109,1458,8
0,-113,1458,8
0,-116,1459,8
0,-117,1460,8
0,-120,1462,8
0,-121,1463,8
0,-120,1464,8
0,-122,1464,8
0,-121,1465,8
0,-124,1465,0
0,-128,1466,0
0,-134,1466,-8
0,-140,1466,-8
0,-144,1462,-8
0,-149,1459,-8
0,-154,1457,-8
0,-158,1457,0
0,-160,1457,8
0,-161,1462,8
0,-163,1464,16
0,-161,1470,16
0,-160,1476,16
0,-161,1484,16
0,-162,1488,8
0,-163,1490,8
0,-165,1492,0
0,-167,1493,0
0,-173,1492,-8
0,-179,1491,-8
0,-183,1494,-8
0,-186,1494,-8
0,-189,1495,-8
0,-194,1495,0
