2,-75,1196,-16
2,-78,1197,-8
2,-79,1196,-8
2,-77,1194,-8
2,-72,1191,8
2,-65,1188,8
2,-56,1184,8
2,-50,1180,-16
2,-45,1175,-8
2,-37,1173,32
2,-27,1169,0
2,-13,1167,32
2,6,1167,32
2,73,1165,32
2,139,1164,32
2,260,1158,32
2,376,1151,32
2,483,1141,48
2,567,1125,48
2,637,1113,56
2,694,1110,56
2,730,1115,56
2,767,1119,64
2,785,1128,56
2,798,1151,24
2,805,1179,8
2,817,1208,32
2,831,1258,24
2,844,1302,39
2,859,1347,32
2,876,1400,16
2,878,1443,0
2,872,1469,8
2,856,1500,-32
2,827,1529,-56
2,787,1552,-56
2,738,1572,-48
2,686,1581,-48
2,629,1580,-48
2,570,1582,-56
2,519,1565,-56
2,468,1544,-56
2,409,1520,-56
2,360,1491,-72
2,313,1459,-72
2,245,1436,-72
2,177,1397,-72
2,103,1349,-64
2,27,1296,-48
2,-56,1241,-16
2,-126,1181,-8
2,-216,1127,48
2,-306,1082,64
2,-397,1045,79
2,-478,1018,64
2,-566,992,56
2,-670,956,48
2,-777,925,48
2,-877,900,39
2,-955,906,0
2,-1031,896,32
2,-1105,854,16
2,-1170,821,24
2,-1210,808,48
2,-1238,798,24
2,-1264,812,16
2,-1290,814,-32
2,-1322,806,-16
2,-1342,817,-16
2,-1344,814,-64
2,-1337,813,-79
2,-1323,811,-79
2,-1313,810,-39
2,-1302,809,-72
2,-1289,811,-32
2,-1273,812,-64
2,-1254,812,-72
2,-1232,812,-79
2,-1161,817,-48
2,-1090,815,-56
2,-941,830,-16
2,-805,825,-8
2,-670,808,16
2,-541,811,24
2,-418,824,24
2,-296,845,32
2,-169,873,48
2,-43,898,56
2,73,925,48
2,183,948,56
2,287,966,64
2,393,978,72
2,489,992,64
2,566,1012,72
2,631,1034,72
2,671,1065,56
2,711,1097,56
2,748,1150,32
2,775,1200,32
2,779,1238,8
2,789,1281,24
2,782,1317,16
2,773,1357,0
2,757,1399,-16
2,730,1438,-39
2,693,1468,-56
2,648,1484,-72
2,610,1476,-64
2,579,1450,-56
2,540,1428,-64
2,510,1394,-56
2,477,1371,-64
2,420,1350,-56
2,356,1325,-48
2,305,1293,-64
2,240,1259,-48
2,158,1224,-39
2,90,1186,-48
2,28,1148,-39
2,-30,1101,-32
2,-110,1053,16
2,-187,1010,24
2,-271,976,56
2,-362,943,88
2,-473,923,88
2,-583,906,72
2,-688,899,64
2,-782,884,79
2,-860,878,39
2,-937,878,56
2,-1012,876,56
2,-1074,865,16
2,-1142,860,16
2,-1185,869,8
2,-1210,874,8
2,-1232,869,-16
2,-1243,857,-16
2,-1243,847,-24
2,-1245,829,-56
2,-1242,819,-79
2,-1236,807,-72
2,-1221,806,-79
2,-1214,806,-64
2,-1200,807,-79
2,-1184,808,-64
2,-1124,817,-72
2,-1062,822,-79
2,-940,826,-72
2,-821,831,-56
2,-713,825,-64
2,-608,812,-56
2,-513,796,-48
2,-410,776,-16
2,-305,755,-16
2,-211,732,-16
2,-125,706,8
2,-28,680,39
2,63,656,32
2,147,639,32
2,228,618,39
2,302,591,56
2,382,561,56
2,473,528,48
2,548,489,72
2,632,466,64
2,710,448,39
2,781,433,56
2,842,417,48
2,891,420,39
2,1080,585,16
2,1077,599,24
2,1067,640,32
2,1057,681,24
2,1044,722,8
2,1028,763,16
2,991,840,8
2,952,914,8
2,910,980,8
2,867,1034,8
2,823,1091,0
2,770,1149,-8
2,723,1194,0
2,661,1243,-39
2,609,1278,-32
2,550,1313,-56
2,489,1325,-79
2,433,1309,-79
